"","bee.species","plant.species","max_prob","bee.names","plant.names"
"14583","8","69",0.0028,"Andrena chlorura","Lotus corniculatus"
"14584","8","7",0.0025,"Andrena chlorura","Toxicodendron diversilobum"
"14585","8","70",0.004,"Andrena chlorura","Lupinus arboreus"
"14586","8","71",7e-04,"Andrena chlorura","Lupinus bicolor"
"14587","8","72",8e-04,"Andrena chlorura","Lupinus concinnus"
"14588","8","73",0.0011,"Andrena chlorura","Lupinus hirsutissimus"
"14589","8","74",0.001,"Andrena chlorura","Lupinus microcarpus var. microcarpus"
"14590","8","75",5e-04,"Andrena chlorura","Lupinus succulentus"
"14591","8","76",5e-04,"Andrena chlorura","Lupinus truncatus"
"14592","8","77",0.003,"Andrena chlorura","Medicago polymorpha"
"14593","8","78",8e-04,"Andrena chlorura","Medicago sativa"
"14594","8","79",6e-04,"Andrena chlorura","Trifolium albopurpureum"
"14595","8","8",0.0021,"Andrena chlorura","Daucus pusillus"
"14596","8","80",0.0014,"Andrena chlorura","Trifolium ciliolatum"
"14597","8","81",8e-04,"Andrena chlorura","Trifolium depauperatum var. truncatum"
"14598","8","82",6e-04,"Andrena chlorura","Trifolium fucatum"
"14599","8","83",7e-04,"Andrena chlorura","Trifolium gracilentum"
"14600","8","84",6e-04,"Andrena chlorura","Trifolium macraei"
"14601","8","85",8e-04,"Andrena chlorura","Trifolium microcephalum"
"14602","8","86",7e-04,"Andrena chlorura","Trifolium variegatum var. major"
"14603","8","87",5e-04,"Andrena chlorura","Trifolium willdenovii"
"14604","8","88",0.0021,"Andrena chlorura","Frankenia salina"
"14605","8","89",0.0022,"Andrena chlorura","Phacelia cicutaria var. hispida"
"14606","8","9",0.0098,"Andrena chlorura","Foeniculum vulgare"
"14607","8","90",0.002,"Andrena chlorura","Phacelia distans"
"14608","8","91",0.0023,"Andrena chlorura","Phacelia grandiflora"
"14609","8","92",0.0023,"Andrena chlorura","Phacelia hubbyi"
"14610","8","93",0.002,"Andrena chlorura","Phacelia ramosissima"
"14611","8","94",0.0024,"Andrena chlorura","Phacelia viscida var. viscida"
"14612","8","95",8e-04,"Andrena chlorura","Marrubium vulgare"
"14613","8","96",7e-04,"Andrena chlorura","Salvia columbariae"
"14614","8","97",7e-04,"Andrena chlorura","Salvia leucophylla"
"14615","8","98",8e-04,"Andrena chlorura","Salvia mellifera"
"14616","8","99",0.001,"Andrena chlorura","Stachys bullata"
"14617","80","1",0.0022,"Halictus rubicundus","Carpobrotus chilensis"
"14618","80","10",0.0021,"Halictus rubicundus","Asclepias fascicularis"
"14619","80","100",0.001,"Halictus rubicundus","Lythrum californicum"
"14620","80","101",6e-04,"Halictus rubicundus","Lythrum hyssopifolia"
"14621","80","102",0.001,"Halictus rubicundus","Abronia maritima"
"14622","80","103",8e-04,"Halictus rubicundus","Abronia umbellata var. umbellata"
"14623","80","104",0.0017,"Halictus rubicundus","Clarkia davyi"
"14624","80","105",0.0024,"Halictus rubicundus","Clarkia epilobioides"
"14625","80","106",0.0021,"Halictus rubicundus","Clarkia purpurea subsp. quadrivulnera"
"14626","80","107",6e-04,"Halictus rubicundus","Clarkia unguiculata"
"14627","80","108",0.0031,"Halictus rubicundus","Oxalis californica"
"14628","80","109",0.0022,"Halictus rubicundus","Oxalis corniculata"
"14629","80","11",0.0021,"Halictus rubicundus","Achillea millefolium"
"14630","80","110",0.0041,"Halictus rubicundus","Oxalis pes-caprae"
"14631","80","111",0.0095,"Halictus rubicundus","Dendromecon harfordii"
"14632","80","112",0.0028,"Halictus rubicundus","Eschscholzia californica"
"14633","80","113",0.0015,"Halictus rubicundus","Eschscholzia ramosa"
"14634","80","114",7e-04,"Halictus rubicundus","Keckiella cordifolia"
"14635","80","115",0.0017,"Halictus rubicundus","Ceanothus arboreus"
"14636","80","116",0.0021,"Halictus rubicundus","Heteromeles arbutifolia"
"14637","80","117",0.0021,"Halictus rubicundus","Rosa californica"
"14638","80","118",9e-04,"Halictus rubicundus","Solanum douglasii"
"14639","80","119",6e-04,"Halictus rubicundus","Solanum elaeagnifolium"
"14640","80","12",0.0022,"Halictus rubicundus","Anthemis cotula"
"14641","80","120",6e-04,"Halictus rubicundus","Solanum wallacei"
"14642","80","121",0.0021,"Halictus rubicundus","Calochortus albus"
"14643","80","122",0.0027,"Halictus rubicundus","Calochortus catalinae"
"14644","80","123",0.0094,"Halictus rubicundus","Calochortus luteus"
"14645","80","124",0.0015,"Halictus rubicundus","Ceanothus megacarpus var. insularis"
"14646","80","125",8e-04,"Halictus rubicundus","Lupinus albifrons var. albifrons"
"14647","80","126",7e-04,"Halictus rubicundus","Raphanus raphanistrum"
"14648","80","13",0.0104,"Halictus rubicundus","Centaurea benedicta"
"14649","80","14",0.0088,"Halictus rubicundus","Centaurea melitensis"
"14650","80","15",0.0098,"Halictus rubicundus","Centaurea solstitialis"
"14651","80","16",0.0021,"Halictus rubicundus","Cichorium intybus"
"14652","80","17",0.0023,"Halictus rubicundus","Cirsium brevistylum"
"14653","80","18",0.0023,"Halictus rubicundus","Cirsium occidentale var. californicum"
"14654","80","19",0.0019,"Halictus rubicundus","Cirsium occidentale var. occidentale"
"14655","80","2",0.0104,"Halictus rubicundus","Carpobrotus edulis"
"14656","80","20",0.0019,"Halictus rubicundus","Cirsium vulgare"
"14657","80","21",0.0023,"Halictus rubicundus","Corethrogyne filaginifolia"
"14658","80","22",0.0097,"Halictus rubicundus","Encelia californica"
"14659","80","23",0.002,"Halictus rubicundus","Erigeron bonariensis"
"14660","80","24",0.0023,"Halictus rubicundus","Erigeron canadensis"
"14661","80","25",0.0023,"Halictus rubicundus","Erigeron foliosus var. foliosus"
"14662","80","26",0.0021,"Halictus rubicundus","Erigeron glaucus"
"14663","80","27",0,"Halictus rubicundus","Erigeron sanctarum"
"14664","80","28",0.0027,"Halictus rubicundus","Erigeron sumatrensis"
"14665","80","29",0.0105,"Halictus rubicundus","Glebionis coronaria"
"14666","80","3",0.0032,"Halictus rubicundus","Mesembryanthemum crystallinum"
"14667","80","30",0.0104,"Halictus rubicundus","Helianthus annuus"
"14668","80","31",0.01,"Halictus rubicundus","Helminthotheca echioides"
"14669","80","32",0.0105,"Halictus rubicundus","Heterotheca grandiflora"
"14670","80","33",0.0097,"Halictus rubicundus","Layia platyglossa"
"14671","80","34",0.0101,"Halictus rubicundus","Lepidospartum squamatum"
"14672","80","35",0.0019,"Halictus rubicundus","Pseudognaphalium beneolens"
"14673","80","36",0.002,"Halictus rubicundus","Pseudognaphalium biolettii"
"14674","80","37",0.0029,"Halictus rubicundus","Pseudognaphalium californicum"
"14675","80","38",0.0023,"Halictus rubicundus","Pseudognaphalium luteoalbum"
"14676","80","39",0.0021,"Halictus rubicundus","Pseudognaphalium microcephalum"
"14677","80","4",0.0022,"Halictus rubicundus","Mesembryanthemum nodiflorum"
"14678","80","40",0.0019,"Halictus rubicundus","Pseudognaphalium ramosissimum"
"14679","80","41",0.0096,"Halictus rubicundus","Pseudognaphalium stramineum"
"14680","80","42",0.0107,"Halictus rubicundus","Sonchus asper subsp. asper"
"14681","80","43",0.0112,"Halictus rubicundus","Sonchus oleraceus"
"14682","80","44",0.002,"Halictus rubicundus","Stephanomeria cichoriacea"
"14683","80","45",0.0018,"Halictus rubicundus","Stephanomeria diegensis"
"14684","80","46",0.002,"Halictus rubicundus","Stephanomeria exigua ssp. coronaria"
"14685","80","47",0.0019,"Halictus rubicundus","Stephanomeria virgata subsp. virgata"
"14686","80","48",0.002,"Halictus rubicundus","Symphyotrichum chilense"
"14687","80","49",0.0022,"Halictus rubicundus","Symphyotrichum subulatum"
"14688","80","5",0.002,"Halictus rubicundus","Rhus integrifolia"
"14689","80","50",0.0098,"Halictus rubicundus","Venegasia carpesioides"
"14690","80","51",0.0099,"Halictus rubicundus","Brassica nigra"
"14691","80","52",0.0114,"Halictus rubicundus","Brassica rapa"
"14692","80","53",0.0021,"Halictus rubicundus","Cakile maritima"
"14693","80","54",0.0037,"Halictus rubicundus","Hirschfeldia incana"
"14694","80","55",0.0021,"Halictus rubicundus","Cylindropuntia prolifera"
"14695","80","56",0.0102,"Halictus rubicundus","Opuntia ficus-indica"
"14696","80","57",0.0097,"Halictus rubicundus","Opuntia littoralis"
"14697","80","58",0.0095,"Halictus rubicundus","Opuntia oricola"
"14698","80","59",0.0102,"Halictus rubicundus","Crocanthemum greenei"
"14699","80","6",0.0021,"Halictus rubicundus","Rhus ovata"
"14700","80","60",0.0096,"Halictus rubicundus","Crocanthemum scoparium"
"14701","80","61",0.0021,"Halictus rubicundus","Convolvulus arvensis"
"14702","80","62",0.0021,"Halictus rubicundus","Convolvulus simulans"
"14703","80","63",0.0027,"Halictus rubicundus","Cucurbita foetidissima"
"14704","80","64",0.0022,"Halictus rubicundus","Croton setiger"
"14705","80","65",0.0026,"Halictus rubicundus","Euphorbia maculata"
"14706","80","66",0.0019,"Halictus rubicundus","Euphorbia misera"
"14707","80","67",0.0022,"Halictus rubicundus","Euphorbia peplus"
"14708","80","68",0.0093,"Halictus rubicundus","Euphorbia spathulata"
"14709","80","69",0.0031,"Halictus rubicundus","Lotus corniculatus"
"14710","80","7",0.0019,"Halictus rubicundus","Toxicodendron diversilobum"
"14711","80","70",0.0024,"Halictus rubicundus","Lupinus arboreus"
"14712","80","71",7e-04,"Halictus rubicundus","Lupinus bicolor"
"14713","80","72",6e-04,"Halictus rubicundus","Lupinus concinnus"
"14714","80","73",5e-04,"Halictus rubicundus","Lupinus hirsutissimus"
"14715","80","74",9e-04,"Halictus rubicundus","Lupinus microcarpus var. microcarpus"
"14716","80","75",5e-04,"Halictus rubicundus","Lupinus succulentus"
"14717","80","76",6e-04,"Halictus rubicundus","Lupinus truncatus"
"14718","80","77",0.0031,"Halictus rubicundus","Medicago polymorpha"
"14719","80","78",9e-04,"Halictus rubicundus","Medicago sativa"
"14720","80","79",8e-04,"Halictus rubicundus","Trifolium albopurpureum"
"14721","80","8",0.0023,"Halictus rubicundus","Daucus pusillus"
"14722","80","80",4e-04,"Halictus rubicundus","Trifolium ciliolatum"
"14723","80","81",7e-04,"Halictus rubicundus","Trifolium depauperatum var. truncatum"
"14724","80","82",4e-04,"Halictus rubicundus","Trifolium fucatum"
"14725","80","83",4e-04,"Halictus rubicundus","Trifolium gracilentum"
"14726","80","84",5e-04,"Halictus rubicundus","Trifolium macraei"
"14727","80","85",8e-04,"Halictus rubicundus","Trifolium microcephalum"
"14728","80","86",9e-04,"Halictus rubicundus","Trifolium variegatum var. major"
"14729","80","87",5e-04,"Halictus rubicundus","Trifolium willdenovii"
"14730","80","88",0.0029,"Halictus rubicundus","Frankenia salina"
"14731","80","89",0.0015,"Halictus rubicundus","Phacelia cicutaria var. hispida"
"14732","80","9",0.0096,"Halictus rubicundus","Foeniculum vulgare"
"14733","80","90",0.0017,"Halictus rubicundus","Phacelia distans"
"14734","80","91",0.0025,"Halictus rubicundus","Phacelia grandiflora"
"14735","80","92",0.0021,"Halictus rubicundus","Phacelia hubbyi"
"14736","80","93",0.002,"Halictus rubicundus","Phacelia ramosissima"
"14737","80","94",0.0021,"Halictus rubicundus","Phacelia viscida var. viscida"
"14738","80","95",6e-04,"Halictus rubicundus","Marrubium vulgare"
"14739","80","96",8e-04,"Halictus rubicundus","Salvia columbariae"
"14740","80","97",0.001,"Halictus rubicundus","Salvia leucophylla"
"14741","80","98",9e-04,"Halictus rubicundus","Salvia mellifera"
"14742","80","99",9e-04,"Halictus rubicundus","Stachys bullata"
"14743","81","1",0.0442,"Halictus tripartitus","Carpobrotus chilensis"
"14744","81","10",0.0337,"Halictus tripartitus","Asclepias fascicularis"
"14745","81","100",0.0072,"Halictus tripartitus","Lythrum californicum"
"14746","81","101",0.007,"Halictus tripartitus","Lythrum hyssopifolia"
"14747","81","102",0.0094,"Halictus tripartitus","Abronia maritima"
"14748","81","103",0.0089,"Halictus tripartitus","Abronia umbellata var. umbellata"
"14749","81","104",0.0279,"Halictus tripartitus","Clarkia davyi"
"14750","81","105",0.0271,"Halictus tripartitus","Clarkia epilobioides"
"14751","81","106",0.0323,"Halictus tripartitus","Clarkia purpurea subsp. quadrivulnera"
"14752","81","107",0.0072,"Halictus tripartitus","Clarkia unguiculata"
"14753","81","108",0.0575,"Halictus tripartitus","Oxalis californica"
"14754","81","109",0.0652,"Halictus tripartitus","Oxalis corniculata"
"14755","81","11",1,"Halictus tripartitus","Achillea millefolium"
"14756","81","110",0.0746,"Halictus tripartitus","Oxalis pes-caprae"
"14757","81","111",1,"Halictus tripartitus","Dendromecon harfordii"
"14758","81","112",1,"Halictus tripartitus","Eschscholzia californica"
"14759","81","113",0.0286,"Halictus tripartitus","Eschscholzia ramosa"
"14760","81","114",0.007,"Halictus tripartitus","Keckiella cordifolia"
"14761","81","115",0.031,"Halictus tripartitus","Ceanothus arboreus"
"14762","81","116",1,"Halictus tripartitus","Heteromeles arbutifolia"
"14763","81","117",0.0316,"Halictus tripartitus","Rosa californica"
"14764","81","118",0.0092,"Halictus tripartitus","Solanum douglasii"
"14765","81","119",0.0069,"Halictus tripartitus","Solanum elaeagnifolium"
"14766","81","12",0.0347,"Halictus tripartitus","Anthemis cotula"
"14767","81","120",0.0068,"Halictus tripartitus","Solanum wallacei"
"14768","81","121",0.0255,"Halictus tripartitus","Calochortus albus"
"14769","81","122",0.0285,"Halictus tripartitus","Calochortus catalinae"
"14770","81","123",0.1913,"Halictus tripartitus","Calochortus luteus"
"14771","81","124",0.0431,"Halictus tripartitus","Ceanothus megacarpus var. insularis"
"14772","81","125",0.0061,"Halictus tripartitus","Lupinus albifrons var. albifrons"
"14773","81","126",0.0101,"Halictus tripartitus","Raphanus raphanistrum"
"14774","81","13",0.1944,"Halictus tripartitus","Centaurea benedicta"
"14775","81","14",0.1933,"Halictus tripartitus","Centaurea melitensis"
"14776","81","15",0.2011,"Halictus tripartitus","Centaurea solstitialis"
"14777","81","16",0.0288,"Halictus tripartitus","Cichorium intybus"
"14778","81","17",0.0308,"Halictus tripartitus","Cirsium brevistylum"
"14779","81","18",0.0299,"Halictus tripartitus","Cirsium occidentale var. californicum"
"14780","81","19",0.0293,"Halictus tripartitus","Cirsium occidentale var. occidentale"
"14781","81","2",1,"Halictus tripartitus","Carpobrotus edulis"
"14782","81","20",0.0337,"Halictus tripartitus","Cirsium vulgare"
"14783","81","21",0.0379,"Halictus tripartitus","Corethrogyne filaginifolia"
"14784","81","22",1,"Halictus tripartitus","Encelia californica"
"14785","81","23",0.0339,"Halictus tripartitus","Erigeron bonariensis"
"14786","81","24",1,"Halictus tripartitus","Erigeron canadensis"
"14787","81","25",0.0333,"Halictus tripartitus","Erigeron foliosus var. foliosus"
"14788","81","26",0.0333,"Halictus tripartitus","Erigeron glaucus"
"14789","81","27",0,"Halictus tripartitus","Erigeron sanctarum"
"14790","81","28",0.0364,"Halictus tripartitus","Erigeron sumatrensis"
"14791","81","29",0.1964,"Halictus tripartitus","Glebionis coronaria"
"14792","81","3",0.0391,"Halictus tripartitus","Mesembryanthemum crystallinum"
"14793","81","30",0.1992,"Halictus tripartitus","Helianthus annuus"
"14794","81","31",0.2149,"Halictus tripartitus","Helminthotheca echioides"
"14795","81","32",1,"Halictus tripartitus","Heterotheca grandiflora"
"14796","81","33",1,"Halictus tripartitus","Layia platyglossa"
"14797","81","34",0.2142,"Halictus tripartitus","Lepidospartum squamatum"
"14798","81","35",0.0371,"Halictus tripartitus","Pseudognaphalium beneolens"
"14799","81","36",1,"Halictus tripartitus","Pseudognaphalium biolettii"
"14800","81","37",0.0327,"Halictus tripartitus","Pseudognaphalium californicum"
"14801","81","38",0.0311,"Halictus tripartitus","Pseudognaphalium luteoalbum"
"14802","81","39",0.0361,"Halictus tripartitus","Pseudognaphalium microcephalum"
"14803","81","4",0.0337,"Halictus tripartitus","Mesembryanthemum nodiflorum"
"14804","81","40",0.0309,"Halictus tripartitus","Pseudognaphalium ramosissimum"
"14805","81","41",0.2075,"Halictus tripartitus","Pseudognaphalium stramineum"
"14806","81","42",0.2072,"Halictus tripartitus","Sonchus asper subsp. asper"
"14807","81","43",0.2196,"Halictus tripartitus","Sonchus oleraceus"
"14808","81","44",0.043,"Halictus tripartitus","Stephanomeria cichoriacea"
"14809","81","45",1,"Halictus tripartitus","Stephanomeria diegensis"
"14810","81","46",0.0403,"Halictus tripartitus","Stephanomeria exigua ssp. coronaria"
"14811","81","47",0.0355,"Halictus tripartitus","Stephanomeria virgata subsp. virgata"
"14812","81","48",0.0314,"Halictus tripartitus","Symphyotrichum chilense"
"14813","81","49",0.0385,"Halictus tripartitus","Symphyotrichum subulatum"
"14814","81","5",0.0292,"Halictus tripartitus","Rhus integrifolia"
"14815","81","50",0.1956,"Halictus tripartitus","Venegasia carpesioides"
"14816","81","51",0.1931,"Halictus tripartitus","Brassica nigra"
"14817","81","52",0.1981,"Halictus tripartitus","Brassica rapa"
"14818","81","53",0.0413,"Halictus tripartitus","Cakile maritima"
"14819","81","54",1,"Halictus tripartitus","Hirschfeldia incana"
"14820","81","55",0.0301,"Halictus tripartitus","Cylindropuntia prolifera"
"14821","81","56",0.1999,"Halictus tripartitus","Opuntia ficus-indica"
"14822","81","57",0.1934,"Halictus tripartitus","Opuntia littoralis"
"14823","81","58",0.191,"Halictus tripartitus","Opuntia oricola"
"14824","81","59",0.1957,"Halictus tripartitus","Crocanthemum greenei"
"14825","81","6",0.0293,"Halictus tripartitus","Rhus ovata"
"14826","81","60",0.1895,"Halictus tripartitus","Crocanthemum scoparium"
"14827","81","61",0.0375,"Halictus tripartitus","Convolvulus arvensis"
"14828","81","62",0.0302,"Halictus tripartitus","Convolvulus simulans"
"14829","81","63",0.0585,"Halictus tripartitus","Cucurbita foetidissima"
"14830","81","64",1,"Halictus tripartitus","Croton setiger"
"14831","81","65",0.0345,"Halictus tripartitus","Euphorbia maculata"
"14832","81","66",0.0397,"Halictus tripartitus","Euphorbia misera"
"14833","81","67",0.0313,"Halictus tripartitus","Euphorbia peplus"
"14834","81","68",0.1864,"Halictus tripartitus","Euphorbia spathulata"
"14835","81","69",0.0531,"Halictus tripartitus","Lotus corniculatus"
"14836","81","7",0.0297,"Halictus tripartitus","Toxicodendron diversilobum"
"14837","81","70",0.0512,"Halictus tripartitus","Lupinus arboreus"
"14838","81","71",0.0047,"Halictus tripartitus","Lupinus bicolor"
"14839","81","72",0.0059,"Halictus tripartitus","Lupinus concinnus"
"14840","81","73",0.0053,"Halictus tripartitus","Lupinus hirsutissimus"
"14841","81","74",0.0066,"Halictus tripartitus","Lupinus microcarpus var. microcarpus"
"14842","81","75",0.0075,"Halictus tripartitus","Lupinus succulentus"
"14843","81","76",0.0042,"Halictus tripartitus","Lupinus truncatus"
"14844","81","77",1,"Halictus tripartitus","Medicago polymorpha"
"14845","81","78",0.0058,"Halictus tripartitus","Medicago sativa"
"14846","81","79",0.0058,"Halictus tripartitus","Trifolium albopurpureum"
"14847","81","8",0.0285,"Halictus tripartitus","Daucus pusillus"
"14848","81","80",0.0048,"Halictus tripartitus","Trifolium ciliolatum"
"14849","81","81",0.0062,"Halictus tripartitus","Trifolium depauperatum var. truncatum"
"14850","81","82",0.0063,"Halictus tripartitus","Trifolium fucatum"
"14851","81","83",0.0065,"Halictus tripartitus","Trifolium gracilentum"
"14852","81","84",0.0047,"Halictus tripartitus","Trifolium macraei"
"14853","81","85",0.0059,"Halictus tripartitus","Trifolium microcephalum"
"14854","81","86",0.0063,"Halictus tripartitus","Trifolium variegatum var. major"
"14855","81","87",0.0066,"Halictus tripartitus","Trifolium willdenovii"
"14856","81","88",1,"Halictus tripartitus","Frankenia salina"
"14857","81","89",0.0275,"Halictus tripartitus","Phacelia cicutaria var. hispida"
"14858","81","9",1,"Halictus tripartitus","Foeniculum vulgare"
"14859","81","90",0.0319,"Halictus tripartitus","Phacelia distans"
"14860","81","91",0.0317,"Halictus tripartitus","Phacelia grandiflora"
"14861","81","92",0.031,"Halictus tripartitus","Phacelia hubbyi"
"14862","81","93",0.0319,"Halictus tripartitus","Phacelia ramosissima"
"14863","81","94",0.0296,"Halictus tripartitus","Phacelia viscida var. viscida"
"14864","81","95",0.0063,"Halictus tripartitus","Marrubium vulgare"
"14865","81","96",0.0065,"Halictus tripartitus","Salvia columbariae"
"14866","81","97",0.0077,"Halictus tripartitus","Salvia leucophylla"
"14867","81","98",0.0063,"Halictus tripartitus","Salvia mellifera"
"14868","81","99",0.0069,"Halictus tripartitus","Stachys bullata"
"14869","82","1",8e-04,"Lasioglossum albohirtum","Carpobrotus chilensis"
"14870","82","10",0,"Lasioglossum albohirtum","Asclepias fascicularis"
"14871","82","100",3e-04,"Lasioglossum albohirtum","Lythrum californicum"
"14872","82","101",1e-04,"Lasioglossum albohirtum","Lythrum hyssopifolia"
"14873","82","102",2e-04,"Lasioglossum albohirtum","Abronia maritima"
"14874","82","103",3e-04,"Lasioglossum albohirtum","Abronia umbellata var. umbellata"
"14875","82","104",8e-04,"Lasioglossum albohirtum","Clarkia davyi"
"14876","82","105",7e-04,"Lasioglossum albohirtum","Clarkia epilobioides"
"14877","82","106",8e-04,"Lasioglossum albohirtum","Clarkia purpurea subsp. quadrivulnera"
"14878","82","107",0,"Lasioglossum albohirtum","Clarkia unguiculata"
"14879","82","108",7e-04,"Lasioglossum albohirtum","Oxalis californica"
"14880","82","109",0.0014,"Lasioglossum albohirtum","Oxalis corniculata"
"14881","82","11",0.001,"Lasioglossum albohirtum","Achillea millefolium"
"14882","82","110",0.001,"Lasioglossum albohirtum","Oxalis pes-caprae"
"14883","82","111",0.0033,"Lasioglossum albohirtum","Dendromecon harfordii"
"14884","82","112",0.0014,"Lasioglossum albohirtum","Eschscholzia californica"
"14885","82","113",7e-04,"Lasioglossum albohirtum","Eschscholzia ramosa"
"14886","82","114",2e-04,"Lasioglossum albohirtum","Keckiella cordifolia"
"14887","82","115",0,"Lasioglossum albohirtum","Ceanothus arboreus"
"14888","82","116",0,"Lasioglossum albohirtum","Heteromeles arbutifolia"
"14889","82","117",6e-04,"Lasioglossum albohirtum","Rosa californica"
"14890","82","118",2e-04,"Lasioglossum albohirtum","Solanum douglasii"
"14891","82","119",4e-04,"Lasioglossum albohirtum","Solanum elaeagnifolium"
"14892","82","12",8e-04,"Lasioglossum albohirtum","Anthemis cotula"
"14893","82","120",2e-04,"Lasioglossum albohirtum","Solanum wallacei"
"14894","82","121",0.0012,"Lasioglossum albohirtum","Calochortus albus"
"14895","82","122",0.0014,"Lasioglossum albohirtum","Calochortus catalinae"
"14896","82","123",0.0032,"Lasioglossum albohirtum","Calochortus luteus"
"14897","82","124",0,"Lasioglossum albohirtum","Ceanothus megacarpus var. insularis"
"14898","82","125",1e-04,"Lasioglossum albohirtum","Lupinus albifrons var. albifrons"
"14899","82","126",6e-04,"Lasioglossum albohirtum","Raphanus raphanistrum"
"14900","82","13",0.0039,"Lasioglossum albohirtum","Centaurea benedicta"
"14901","82","14",0.0037,"Lasioglossum albohirtum","Centaurea melitensis"
"14902","82","15",0.003,"Lasioglossum albohirtum","Centaurea solstitialis"
"14903","82","16",0,"Lasioglossum albohirtum","Cichorium intybus"
"14904","82","17",8e-04,"Lasioglossum albohirtum","Cirsium brevistylum"
"14905","82","18",5e-04,"Lasioglossum albohirtum","Cirsium occidentale var. californicum"
"14906","82","19",0.001,"Lasioglossum albohirtum","Cirsium occidentale var. occidentale"
"14907","82","2",0.0034,"Lasioglossum albohirtum","Carpobrotus edulis"
"14908","82","20",0,"Lasioglossum albohirtum","Cirsium vulgare"
"14909","82","21",0,"Lasioglossum albohirtum","Corethrogyne filaginifolia"
"14910","82","22",0.0038,"Lasioglossum albohirtum","Encelia californica"
"14911","82","23",0,"Lasioglossum albohirtum","Erigeron bonariensis"
"14912","82","24",0,"Lasioglossum albohirtum","Erigeron canadensis"
"14913","82","25",6e-04,"Lasioglossum albohirtum","Erigeron foliosus var. foliosus"
"14914","82","26",8e-04,"Lasioglossum albohirtum","Erigeron glaucus"
"14915","82","27",0,"Lasioglossum albohirtum","Erigeron sanctarum"
"14916","82","28",7e-04,"Lasioglossum albohirtum","Erigeron sumatrensis"
"14917","82","29",0.0031,"Lasioglossum albohirtum","Glebionis coronaria"
"14918","82","3",6e-04,"Lasioglossum albohirtum","Mesembryanthemum crystallinum"
"14919","82","30",0,"Lasioglossum albohirtum","Helianthus annuus"
"14920","82","31",0,"Lasioglossum albohirtum","Helminthotheca echioides"
"14921","82","32",0.0039,"Lasioglossum albohirtum","Heterotheca grandiflora"
"14922","82","33",0.0041,"Lasioglossum albohirtum","Layia platyglossa"
"14923","82","34",0,"Lasioglossum albohirtum","Lepidospartum squamatum"
"14924","82","35",0,"Lasioglossum albohirtum","Pseudognaphalium beneolens"
"14925","82","36",5e-04,"Lasioglossum albohirtum","Pseudognaphalium biolettii"
"14926","82","37",9e-04,"Lasioglossum albohirtum","Pseudognaphalium californicum"
"14927","82","38",9e-04,"Lasioglossum albohirtum","Pseudognaphalium luteoalbum"
"14928","82","39",0,"Lasioglossum albohirtum","Pseudognaphalium microcephalum"
"14929","82","4",6e-04,"Lasioglossum albohirtum","Mesembryanthemum nodiflorum"
"14930","82","40",0,"Lasioglossum albohirtum","Pseudognaphalium ramosissimum"
"14931","82","41",0.0039,"Lasioglossum albohirtum","Pseudognaphalium stramineum"
"14932","82","42",0.0041,"Lasioglossum albohirtum","Sonchus asper subsp. asper"
"14933","82","43",0.0043,"Lasioglossum albohirtum","Sonchus oleraceus"
"14934","82","44",5e-04,"Lasioglossum albohirtum","Stephanomeria cichoriacea"
"14935","82","45",0,"Lasioglossum albohirtum","Stephanomeria diegensis"
"14936","82","46",0,"Lasioglossum albohirtum","Stephanomeria exigua ssp. coronaria"
"14937","82","47",0,"Lasioglossum albohirtum","Stephanomeria virgata subsp. virgata"
"14938","82","48",0,"Lasioglossum albohirtum","Symphyotrichum chilense"
"14939","82","49",0,"Lasioglossum albohirtum","Symphyotrichum subulatum"
"14940","82","5",7e-04,"Lasioglossum albohirtum","Rhus integrifolia"
"14941","82","50",0.0036,"Lasioglossum albohirtum","Venegasia carpesioides"
"14942","82","51",0.0036,"Lasioglossum albohirtum","Brassica nigra"
"14943","82","52",0.0044,"Lasioglossum albohirtum","Brassica rapa"
"14944","82","53",0.0015,"Lasioglossum albohirtum","Cakile maritima"
"14945","82","54",9e-04,"Lasioglossum albohirtum","Hirschfeldia incana"
"14946","82","55",0.0013,"Lasioglossum albohirtum","Cylindropuntia prolifera"
"14947","82","56",0,"Lasioglossum albohirtum","Opuntia ficus-indica"
"14948","82","57",0.0027,"Lasioglossum albohirtum","Opuntia littoralis"
"14949","82","58",0.0042,"Lasioglossum albohirtum","Opuntia oricola"
"14950","82","59",0.0033,"Lasioglossum albohirtum","Crocanthemum greenei"
"14951","82","6",6e-04,"Lasioglossum albohirtum","Rhus ovata"
"14952","82","60",0.0041,"Lasioglossum albohirtum","Crocanthemum scoparium"
"14953","82","61",5e-04,"Lasioglossum albohirtum","Convolvulus arvensis"
"14954","82","62",3e-04,"Lasioglossum albohirtum","Convolvulus simulans"
"14955","82","63",0,"Lasioglossum albohirtum","Cucurbita foetidissima"
"14956","82","64",5e-04,"Lasioglossum albohirtum","Croton setiger"
"14957","82","65",0,"Lasioglossum albohirtum","Euphorbia maculata"
"14958","82","66",6e-04,"Lasioglossum albohirtum","Euphorbia misera"
"14959","82","67",0.001,"Lasioglossum albohirtum","Euphorbia peplus"
"14960","82","68",0.0034,"Lasioglossum albohirtum","Euphorbia spathulata"
"14961","82","69",0.0011,"Lasioglossum albohirtum","Lotus corniculatus"
"14962","82","7",0.001,"Lasioglossum albohirtum","Toxicodendron diversilobum"
"14963","82","70",7e-04,"Lasioglossum albohirtum","Lupinus arboreus"
