family	genus	specificEpithet	infraSpecificEpithet	ScientificName
Poaceae	Bromus	catharticus		Bromus catharticus
Poaceae	Bromus	catharticus	catharticus	Bromus catharticus var. catharticus
Poaceae				Bromus catharticus var. elatus
Poaceae	Bromus	diandrus		Bromus diandrus
Poaceae	Bromus	hordeaceus		Bromus hordeaceus
Poaceae	Bromus	laevipes		Bromus laevipes
Poaceae	Bromus	madritensis		Bromus madritensis
Poaceae				Bromus madritensis subsp. madritensis
Poaceae	Bromus	madritensis	rubens	Bromus madritensis subsp. rubens
Poaceae	Bromus	marginatus		Bromus marginatus
Poaceae	Bromus	maritimus		Bromus maritimus
Poaceae	Bromus	mollis		Bromus mollis
Poaceae	Bromus	pseudolaevipes		Bromus pseudolaevipes
Poaceae	Bromus	rigidus		Bromus rigidus
Poaceae	Bromus	rubens		Bromus rubens
Poaceae	Bromus	sitchensis		Bromus sitchensis
Poaceae	Bromus	stamineus		Bromus stamineus
Poaceae	Bromus	sterilis		Bromus sterilis
Poaceae	Bromus	trinii		Bromus trinii
Poaceae	Calamagrostis			Calamagrostis
Poaceae	Calamagrostis	rubescens		Calamagrostis rubescens
Poaceae	Cenchrus	clandestinus		Cenchrus clandestinus
Poaceae	Cortaderia	selloana		Cortaderia selloana
Poaceae	Cynodon	dactylon		Cynodon dactylon
Poaceae	Dactylis	glomerata		Dactylis glomerata
Poaceae	Digitaria	horizontalis		Digitaria horizontalis
Poaceae	Distichlis	spicata		Distichlis spicata
Poaceae	Distichlis	spicata	spicata	Distichlis spicata subsp. spicata
Poaceae	Distichlis	spicata	spicata	Distichlis spicata var. spicata
Poaceae	Echinochloa	crus-galli		Echinochloa crus-galli
Poaceae	Ehrharta			Ehrharta
Poaceae	Ehrharta	erecta		Ehrharta erecta
Poaceae	Elymus			Elymus
Poaceae	Elymus	condensatus		Elymus condensatus
Poaceae	Elymus	glaucus		Elymus glaucus
Poaceae	Elymus	glaucus	glaucus	Elymus glaucus subsp. glaucus
Poaceae	Elymus	triticoides		Elymus triticoides
Poaceae	Elymus	triticoides	multiflorus	Elymus triticoides subsp. multiflorus
Poaceae	Elymus	triticoides	triticoides	Elymus triticoides subsp. triticoides
Poaceae				Elymus X gouldii
Poaceae	Festuca			Festuca
Poaceae	Festuca	arundinacea		Festuca arundinacea
Poaceae	Festuca	bromoides		Festuca bromoides
Poaceae	Festuca	dertonensis		Festuca dertonensis
Poaceae	Festuca	megalura		Festuca megalura
Poaceae	Festuca	microstachys		Festuca microstachys
Poaceae	Festuca	myuros		Festuca myuros
Poaceae	Festuca	octoflora		Festuca octoflora
Poaceae	Festuca	octoflora	octoflora	Festuca octoflora var. octoflora
Poaceae				Festuca perennis
Poaceae				Festuca temulenta
Poaceae	Gastridium			Gastridium
Poaceae	Gastridium	phleoides		Gastridium phleoides
Poaceae	Gastridium	ventricosum		Gastridium ventricosum
Poaceae	Hainardia	cylindrica		Hainardia cylindrica
Poaceae	Hordeum			Hordeum
Poaceae	Hordeum	brachyantherum		Hordeum brachyantherum
Poaceae	Hordeum	brachyantherum	californicum	Hordeum brachyantherum subsp. californicum
Poaceae	Hordeum	californicum		Hordeum californicum
Poaceae	Hordeum	depressum		Hordeum depressum
Poaceae	Hordeum	glaucum		Hordeum glaucum
Poaceae	Hordeum	intercedens		Hordeum intercedens
Poaceae	Hordeum	leporinum		Hordeum leporinum
Poaceae	Hordeum	marinum		Hordeum marinum
Poaceae	Hordeum	marinum	gussoneanum	Hordeum marinum subsp. gussoneanum
Poaceae	Hordeum	murinum		Hordeum murinum
Poaceae	Hordeum	murinum	glaucum	Hordeum murinum subsp. glaucum
Poaceae	Hordeum	murinum	leporinum	Hordeum murinum subsp. leporinum
Poaceae	Hordeum	pusillum		Hordeum pusillum
Poaceae	Hordeum	vulgare		Hordeum vulgare
Poaceae	Koeleria			Koeleria
Poaceae	Koeleria	gerardii		Koeleria gerardii
Poaceae	Koeleria	macrantha		Koeleria macrantha
Poaceae	Koeleria	phleoides		Koeleria phleoides
Poaceae	Koeleria	pyramidata		Koeleria pyramidata
Poaceae	Lamarckia	aurea		Lamarckia aurea
Poaceae	Leymus	condensatus		Leymus condensatus
Poaceae	Leymus	triticoides		Leymus triticoides
Poaceae	Lolium			Lolium
Poaceae	Lolium	multiflorum		Lolium multiflorum
Poaceae	Lolium	perenne		Lolium perenne
Poaceae	Lolium	perenne	multiflorum	Lolium perenne subsp. multiflorum
Poaceae	Lolium	perenne	perenne	Lolium perenne subsp. perenne
Poaceae	Lolium	rigidum		Lolium rigidum
Poaceae	Lolium	temulentum		Lolium temulentum
Poaceae	Melica			Melica
Poaceae	Melica	imperfecta		Melica imperfecta
Poaceae	Melica	imperfecta	minor	Melica imperfecta var. minor
Poaceae	Muhlenbergia			Muhlenbergia
Poaceae	Muhlenbergia	microsperma		Muhlenbergia microsperma
Poaceae	Nassella	cernua		Nassella cernua
Poaceae	Nassella	lepida		Nassella lepida
Poaceae	Nassella	pulchra		Nassella pulchra
Poaceae	Oryzopsis	miliacea		Oryzopsis miliacea
Poaceae	Panicum	dichotomiflorum		Panicum dichotomiflorum
Poaceae	Parapholis	incurva		Parapholis incurva
Poaceae	Paspalum			Paspalum
Poaceae	Paspalum	conjugatum		Paspalum conjugatum
Poaceae	Paspalum	distichum		Paspalum distichum
Poaceae	Pennisetum	clandestinum		Pennisetum clandestinum
Poaceae	Phalaris			Phalaris
Poaceae	Phalaris	aquatica		Phalaris aquatica
Poaceae	Phalaris	caroliniana		Phalaris caroliniana
Poaceae	Phalaris	minor		Phalaris minor
Poaceae	Phalaris	paradoxa		Phalaris paradoxa
Poaceae	Piptatherum	miliaceum		Piptatherum miliaceum
Poaceae	Piptatherum	miliaceum	miliaceum	Piptatherum miliaceum subsp. miliaceum
Poaceae	Poa			Poa
Poaceae	Poa	annua		Poa annua
Poaceae	Poa	bolanderi	howellii	Poa bolanderi subsp. howellii
Poaceae	Poa	infirma		Poa infirma
Poaceae	Poa	nevadensis		Poa nevadensis
Poaceae	Poa	scabrella		Poa scabrella
Poaceae	Poa	secunda		Poa secunda
Poaceae	Poa	secunda	secunda	Poa secunda subsp. secunda
Poaceae	Polypogon			Polypogon
Poaceae	Polypogon	interruptus		Polypogon interruptus
Poaceae	Polypogon	monspeliensis		Polypogon monspeliensis
Poaceae	Polypogon	semiverticillatus		Polypogon semiverticillatus
Poaceae	Polypogon	viridis		Polypogon viridis
Poaceae	Schedonorus	arundinaceus		Schedonorus arundinaceus
Poaceae	Schedonorus	pratensis		Schedonorus pratensis
Poaceae	Schismus			Schismus
Poaceae	Schismus	arabicus		Schismus arabicus
Poaceae	Schismus	barbatus		Schismus barbatus
Poaceae	Setaria	setosa		Setaria setosa
Poaceae	Sporobolus	virginicus		Sporobolus virginicus
Poaceae	Stipa			Stipa
Poaceae	Stipa	cernua		Stipa cernua
Poaceae	Stipa	coronata		Stipa coronata
Poaceae	Stipa	diegoensis		Stipa diegoensis
Poaceae	Stipa	lepida		Stipa lepida
Poaceae	Stipa	lepida	andersonii	Stipa lepida var. andersonii
Poaceae	Stipa	lepida	lepida	Stipa lepida var. lepida
Poaceae	Stipa	miliacea		Stipa miliacea
Poaceae				Stipa miliacea var. miliacea
Poaceae	Stipa	pulchra		Stipa pulchra
Poaceae				Trisetum howellii
Poaceae	Urochloa	fusca		Urochloa fusca
Poaceae	Urochloa	mutica		Urochloa mutica
Poaceae	Vulpia			Vulpia
Poaceae	Vulpia	bromoides		Vulpia bromoides
Poaceae	Vulpia	dertonensis		Vulpia dertonensis
Poaceae	Vulpia	microstachys		Vulpia microstachys
Poaceae	Vulpia	microstachys	ciliata	Vulpia microstachys var. ciliata
Poaceae	Vulpia	microstachys	pauciflora	Vulpia microstachys var. pauciflora
Poaceae	Vulpia	myuros		Vulpia myuros
Poaceae	Vulpia	myuros	hirsuta	Vulpia myuros f. hirsuta
Poaceae	Vulpia	myuros	hirsuta	Vulpia myuros var. hirsuta
Poaceae	Vulpia	myuros	megalura	Vulpia myuros var. megalura
Poaceae	Vulpia	octoflora		Vulpia octoflora
Poaceae	Vulpia	octoflora	hirtella	Vulpia octoflora var. hirtella
Poaceae	Vulpia	octoflora	octoflora	Vulpia octoflora var. octoflora
Poaceae	Zea	mays		Zea mays
Poaceaea	Hordeum	intercedens		Hordeum intercedens
Polemoniaceae	Eriastrum	filifolium		Eriastrum filifolium
Polemoniaceae	Gilia			Gilia
Polemoniaceae	Gilia	achilleifolia		Gilia achilleifolia
Polemoniaceae	Gilia	angelensis		Gilia angelensis
Polemoniaceae	Gilia	capitata		Gilia capitata
Polemoniaceae	Gilia	capitata	abrotanifolia	Gilia capitata subsp. abrotanifolia
Polemoniaceae	Gilia	clivorum		Gilia clivorum
Polemoniaceae	Gilia	nevinii		Gilia nevinii
Polemoniaceae	Gilia	tricolor	diffusa	Gilia tricolor subsp. diffusa
Polemoniaceae	Leptosiphon	androsaceus		Leptosiphon androsaceus
Polemoniaceae	Leptosiphon	bicolor		Leptosiphon bicolor
Polemoniaceae	Leptosiphon	parviflorus		Leptosiphon parviflorus
Polemoniaceae	Linanthus	dianthiflorus		Linanthus dianthiflorus
Polemoniaceae	Linanthus	dianthiflorus	dianthiflorus	Linanthus dianthiflorus subsp. dianthiflorus
Polemoniaceae	Linanthus	parviflorus		Linanthus parviflorus
Polemoniaceae	Navarretia	atractyloides		Navarretia atractyloides
Polemoniaceae	Navarretia	hamata		Navarretia hamata
Polemoniaceae	Navarretia	squarrosa		Navarretia squarrosa
Polygalaceae	Polygala	californica		Polygala californica
Polygonaceae	Chorizanthe			Chorizanthe
Polygonaceae				Chorizanthe insularis
Polygonaceae	Chorizanthe	staticoides		Chorizanthe staticoides
Polygonaceae	Chorizanthe	wheeleri		Chorizanthe wheeleri
Polygonaceae				Eriogonum aborescens
Polygonaceae				Eriogonum aborescens X Eriogonum giganteum
Polygonaceae	Eriogonum	arborescens		Eriogonum arborescens
Polygonaceae				Eriogonum blissianum
Polygonaceae	Eriogonum	giganteum		Eriogonum giganteum
Polygonaceae	Eriogonum	giganteum	giganteum	Eriogonum giganteum var. giganteum
Polygonaceae	Eriogonum	grande		Eriogonum grande
Polygonaceae	Eriogonum	grande	rubescens	Eriogonum grande subsp. rubescens
Polygonaceae	Eriogonum	grande	grande	Eriogonum grande var. grande
Polygonaceae	Eriogonum	grande	rubescens	Eriogonum grande var. rubescens
Polygonaceae	Eriogonum	latifolium		Eriogonum latifolium
Polygonaceae	Eriogonum	X blissianum		Eriogonum X blissianum
Polygonaceae	Lastarriaea	coriacea		Lastarriaea coriacea
Polygonaceae	Persicaria	lapathifolia		Persicaria lapathifolia
Polygonaceae	Polygonum			Polygonum
Polygonaceae	Polygonum	arenastrum		Polygonum arenastrum
Polygonaceae	Polygonum	argyrocoleon		Polygonum argyrocoleon
Polygonaceae	Polygonum	aviculare		Polygonum aviculare
Polygonaceae	Polygonum	aviculare	aviculare	Polygonum aviculare subsp. aviculare
Polygonaceae	Polygonum	aviculare	depressum	Polygonum aviculare subsp. depressum
Polygonaceae	Polygonum	lapathifolium		Polygonum lapathifolium
Polygonaceae	Pterostegia	drymarioides		Pterostegia drymarioides
Polygonaceae	Rumex			Rumex
Polygonaceae	Rumex	acetosella		Rumex acetosella
Polygonaceae	Rumex	angiocarpus		Rumex angiocarpus
Polygonaceae	Rumex	conglomeratus		Rumex conglomeratus
Polygonaceae	Rumex	crispus		Rumex crispus
Polygonaceae	Rumex	pulcher		Rumex pulcher
Polygonaceae	Rumex	salicifolius		Rumex salicifolius
Polygonaceae	Rumex	salicifolius	salicifolius	Rumex salicifolius var. salicifolius
Polypodiaceae	Polypodium	californicum		Polypodium californicum
Polypodiaceae				Polypodium californicum var. californicum
Polypodiaceae	Polypodium	calirhiza		Polypodium calirhiza
Polypodiaceae	Polypodium	scouleri		Polypodium scouleri
Portulacaceae	Calandrinia	breweri		Calandrinia breweri
Portulacaceae	Calandrinia	ciliata		Calandrinia ciliata
Portulacaceae	Calandrinia	ciliata	menziesii	Calandrinia ciliata var. menziesii
Portulacaceae	Calandrinia	maritima		Calandrinia maritima
Portulacaceae				Calandrinia menziesii
Portulacaceae	Cistanthe	maritima		Cistanthe maritima
Portulacaceae	Claytonia	perfoliata		Claytonia perfoliata
Portulacaceae	Claytonia	perfoliata	mexicana	Claytonia perfoliata subsp. mexicana
Portulacaceae	Claytonia	perfoliata	perfoliata	Claytonia perfoliata subsp. perfoliata
Portulacaceae	Portulaca	oleracea		Portulaca oleracea
Potamogetonaceae	Potamogeton	pectinatus		Potamogeton pectinatus
Potamogetonaceae	Ruppia	maritima		Ruppia maritima
Potamogetonaceae	Stuckenia	pectinata		Stuckenia pectinata
Potamogetonaceae	Zannichellia	palustris		Zannichellia palustris
Primulaceae	Anagallis	arvensis		Anagallis arvensis
Primulaceae	Centunculus	minimus		Centunculus minimus
Primulaceae				Dodecatheon clevelandi subsp. insularis
Primulaceae	Dodecatheon	clevelandii		Dodecatheon clevelandii
Primulaceae	Dodecatheon	clevelandii	insulare	Dodecatheon clevelandii subsp. insulare
Primulaceae				Lysimachia arvensis
Primulaceae	Primula			Primula
Primulaceae				Primula clevelandii subsp. insularis
Primulaceae	Primula	clevelandii	insularis	Primula clevelandii var. insularis
Primulaceae	Samolus	parviflorus		Samolus parviflorus
Pteridaceae	Adiantum	aleuticum		Adiantum aleuticum
Pteridaceae	Adiantum	capillus-veneris		Adiantum capillus-veneris
Pteridaceae				Adiantum jordani
Pteridaceae	Adiantum	jordanii		Adiantum jordanii
Pteridaceae	Adiantum	pedatum		Adiantum pedatum
Pteridaceae	Adiantum	pedatum	aleuticum	Adiantum pedatum subsp. aleuticum
Pteridaceae	Aspidotis	californica		Aspidotis californica
Pteridaceae	Cheilanthes	clevelandii		Cheilanthes clevelandii
Pteridaceae				Cheilanthes clevelandii var. clokeyi
Pteridaceae				Myriopteris
Pteridaceae				Myriopteris clevelandii
Pteridaceae				Myriopteris cooperae
Pteridaceae	Notholaena	californica	californica	Notholaena californica subsp. californica
Pteridaceae	Pellaea	andromedifolia		Pellaea andromedifolia
Pteridaceae				Pellaea andromedifolia var. andromedifolia
Pteridaceae	Pellaea	mucronata		Pellaea mucronata
Pteridaceae	Pellaea	mucronata	mucronata	Pellaea mucronata subsp. mucronata
Pteridaceae	Pellaea	mucronata	mucronata	Pellaea mucronata var. mucronata
Pteridaceae	Pentagramma			Pentagramma
Pteridaceae	Pentagramma	triangularis		Pentagramma triangularis
Pteridaceae	Pentagramma	triangularis	maxonii	Pentagramma triangularis subsp. maxonii
Pteridaceae	Pentagramma	triangularis	semipallida	Pentagramma triangularis subsp. semipallida
Pteridaceae	Pentagramma	triangularis	triangularis	Pentagramma triangularis subsp. triangularis
Pteridaceae	Pentagramma	triangularis	viscosa	Pentagramma triangularis subsp. viscosa
Pteridaceae				Pentagramma viscosa
Pteridaceae	Pityrogramma	triangularis		Pityrogramma triangularis
Pteridaceae				Pityrogramma triangularis var. triangularis
Pteridaceae	Pityrogramma	triangularis	viridis	Pityrogramma triangularis var. viridis
Pteridaceae	Pityrogramma	triangularis	viscosa	Pityrogramma triangularis var. viscosa
Pteridaceae	Pityrogramma	viscosa		Pityrogramma viscosa
Ramalinaceae	Ramalina	menziesii		Ramalina menziesii
Ramalinaceae				Ramalina reticulata
Ranunculaceae	Clematis			Clematis
Ranunculaceae				Clematis biflora
Ranunculaceae	Clematis	lasiantha		Clematis lasiantha
Ranunculaceae	Clematis	ligusticifolia		Clematis ligusticifolia
Ranunculaceae	Clematis	pauciflora		Clematis pauciflora
Ranunculaceae	Delphinium			Delphinium
Ranunculaceae	Delphinium	parryi		Delphinium parryi
Ranunculaceae	Delphinium	parryi	maritimum	Delphinium parryi subsp. maritimum
Ranunculaceae	Delphinium	parryi	parryi	Delphinium parryi subsp. parryi
Ranunculaceae	Ranunculus	californicus		Ranunculus californicus
Ranunculaceae	Ranunculus	californicus	californicus	Ranunculus californicus var. californicus
Ranunculaceae	Ranunculus	californicus	cuneatus	Ranunculus californicus var. cuneatus
Ranunculaceae	Ranunculus	hebecarpus		Ranunculus hebecarpus
Resedaceae	Oligomeris			Oligomeris
Resedaceae	Oligomeris	linifolia		Oligomeris linifolia
Rhamnaceae	Ceanothus	arboreus		Ceanothus arboreus
Rhamnaceae				Ceanothus arboreus var. glaber
Rhamnaceae				Ceanothus arboreus x C. spinosus
Rhamnaceae	Ceanothus	cuneatus		Ceanothus cuneatus
Rhamnaceae	Ceanothus	insularis		Ceanothus insularis
Rhamnaceae	Ceanothus	megacarpus		Ceanothus megacarpus
Rhamnaceae	Ceanothus	megacarpus	insularis	Ceanothus megacarpus subsp. insularis
Rhamnaceae	Ceanothus	megacarpus	megacarpus	Ceanothus megacarpus subsp. megacarpus
Rhamnaceae	Ceanothus	megacarpus	insularis	Ceanothus megacarpus var. insularis
Rhamnaceae	Ceanothus	megacarpus	megacarpus	Ceanothus megacarpus var. megacarpus
Rhamnaceae	Frangula	californica		Frangula californica
Rhamnaceae	Frangula	californica	californica	Frangula californica subsp. californica
Rhamnaceae	Frangula	californica	tomentella	Frangula californica subsp. tomentella
Rhamnaceae	Rhamnus	californica		Rhamnus californica
Rhamnaceae	Rhamnus	pirifolia		Rhamnus pirifolia
Rhamnaceae	Rhamnus	tomentella	tomentella	Rhamnus tomentella subsp. tomentella
ROS	Rubus	ursinus		Rubus ursinus
Rosaceae	Adenostoma	fasciculatum		Adenostoma fasciculatum
Rosaceae	Adenostoma	fasciculatum	fasciculatum	Adenostoma fasciculatum var. fasciculatum
Rosaceae	Adenostoma	fasciculatum	prostratum	Adenostoma fasciculatum var. prostratum
Rosaceae	Alchemilla			Alchemilla
Rosaceae	Alchemilla	occidentalis		Alchemilla occidentalis
Rosaceae	Aphanes			Aphanes
Rosaceae	Aphanes	arvensis		Aphanes arvensis
Rosaceae				Aphanes macrosepala
Rosaceae	Aphanes	occidentalis		Aphanes occidentalis
Rosaceae	Cercocarpus			Cercocarpus
Rosaceae	Cercocarpus	betulifolius	blancheae	Cercocarpus betulifolius var. blancheae
Rosaceae	Cercocarpus	betuloides		Cercocarpus betuloides
Rosaceae	Cercocarpus	betuloides	blancheae	Cercocarpus betuloides subsp. blancheae
Rosaceae	Cercocarpus	betuloides	betuloides	Cercocarpus betuloides var. betuloides
Rosaceae	Cercocarpus	betuloides	blancheae	Cercocarpus betuloides var. blancheae
Rosaceae	Cercocarpus	betuloides	traskiae	Cercocarpus betuloides var. traskiae
Rosaceae	Fragaria			Fragaria
Rosaceae	Heteromeles			Heteromeles
Rosaceae	Heteromeles	arbutifolia		Heteromeles arbutifolia
Rosaceae	Holodiscus	discolor		Holodiscus discolor
Rosaceae	Holodiscus	discolor	discolor	Holodiscus discolor var. discolor
Rosaceae				Lyonothamnus asplenifolius
Rosaceae	Lyonothamnus	aspleniifolius		Lyonothamnus aspleniifolius
Rosaceae	Lyonothamnus	floribundus		Lyonothamnus floribundus
Rosaceae				Lyonothamnus floribundus f. aspleniifolius
Rosaceae				Lyonothamnus floribundus subsp. asplenifolius
Rosaceae	Lyonothamnus	floribundus	aspleniifolius	Lyonothamnus floribundus subsp. aspleniifolius
Rosaceae	Lyonothamnus	floribundus	aspleniifolius	Lyonothamnus floribundus var. aspleniifolius
Rosaceae	Photinia	arbutifolia		Photinia arbutifolia
Rosaceae	Potentilla	anserina	pacifica	Potentilla anserina subsp. pacifica
Rosaceae				Potentilla egedei var. grandis
Rosaceae	Prunus			Prunus
Rosaceae	Prunus	ilicifolia		Prunus ilicifolia
Rosaceae	Prunus	ilicifolia	lyonii	Prunus ilicifolia subsp. lyonii
Rosaceae	Prunus	lyonii		Prunus lyonii
Rosaceae	Rosa			Rosa
Rosaceae	Rosa	californica		Rosa californica
Rosaceae	Rubus	ursinus		Rubus ursinus
Rosaceae	Rubus	vitifolius		Rubus vitifolius
Rubiaceae	Galium			Galium
Rubiaceae	Galium	angustifolium		Galium angustifolium
Rubiaceae	Galium	angustifolium	angustifolium	Galium angustifolium subsp. angustifolium
Rubiaceae	Galium	angustifolium	foliosum	Galium angustifolium subsp. foliosum
Rubiaceae	Galium	angustifolium	foliosum	Galium angustifolium var. foliosum
Rubiaceae	Galium	aparine		Galium aparine
Rubiaceae	Galium	californicum		Galium californicum
Rubiaceae	Galium	californicum	flaccidum	Galium californicum subsp. flaccidum
Rubiaceae	Galium	nuttallii		Galium nuttallii
Rubiaceae	Galium	nuttallii	insulare	Galium nuttallii subsp. insulare
Rubiaceae				Galium nuttallii var. insulare
Rubiaceae				Galium nuttallii?
Rubiaceae	Galium	parisiense		Galium parisiense
Rubiaceae	Galium	porrigens		Galium porrigens
Rubiaceae	Galium	porrigens	porrigens	Galium porrigens var. porrigens
Rubiaceae	Lonicera	hispidula		Lonicera hispidula
Rubiaceae	Lonicera	hispidula	vacillans	Lonicera hispidula var. vacillans
Ruppiaceae	Ruppia			Ruppia
Ruppiaceae	Ruppia	maritima		Ruppia maritima
Rutaceae	Ruta	graveolens		Ruta graveolens
Salicaceae	Populus	balsamifera	trichocarpa	Populus balsamifera subsp. trichocarpa
Salicaceae	Populus	fremontii		Populus fremontii
Salicaceae	Populus	fremontii	fremontii	Populus fremontii subsp. fremontii
Salicaceae	Populus	trichocarpa		Populus trichocarpa
Salicaceae				Populus trichocarpa var. trichocarpa
Salicaceae	Salix			Salix
Salicaceae	Salix	bonplandiana		Salix bonplandiana
Salicaceae	Salix	exigua		Salix exigua
Salicaceae	Salix	hindsiana		Salix hindsiana
Salicaceae	Salix	laevigata		Salix laevigata
Salicaceae				Salix laevigata var. laevigata
Salicaceae	Salix	lasiandra	lasiandra	Salix lasiandra var. lasiandra
Salicaceae	Salix	lasiolepis		Salix lasiolepis
Salicaceae	Salix	lasiolepis	bigelovii	Salix lasiolepis var. bigelovii
Salicaceae	Salix	lasiolepis	lasiolepis	Salix lasiolepis var. lasiolepis
Salicaceae	Salix	lucida	lasiandra	Salix lucida subsp. lasiandra
Sapindaceae	Acer	macrophyllum		Acer macrophyllum
Sapindaceae	Cardiospermum	corindum		Cardiospermum corindum
Saururaceae	Anemopsis	californica		Anemopsis californica
Saxifragaceae	Heuchera	abramsii		Heuchera abramsii
Saxifragaceae	Jepsonia	malvifolia		Jepsonia malvifolia
Saxifragaceae	Lithophragma			Lithophragma
Saxifragaceae	Lithophragma	cymbalaria		Lithophragma cymbalaria
Saxifragaceae	Micranthes	californica		Micranthes californica
Saxifragaceae	Saxifraga			Saxifraga
Saxifragaceae	Saxifraga	californica		Saxifraga californica
Saxifragaceae				Saxifraga malvaefolia
SCR				Mimulus aurantiacus var. pubescens
SCR	Nuttallanthus	texanus		Nuttallanthus texanus
Scrophulariaceae	Castilleja			Castilleja
Scrophulariaceae	Castilleja	affinis		Castilleja affinis
Scrophulariaceae	Castilleja	affinis	insularis	Castilleja affinis subsp. insularis
Scrophulariaceae	Castilleja	densiflora		Castilleja densiflora
Scrophulariaceae	Castilleja	exserta		Castilleja exserta
Scrophulariaceae				Castilleja latifolia subsp. insularis
Scrophulariaceae	Diplacus	longiflorus		Diplacus longiflorus
Scrophulariaceae	Diplacus	parviflorus		Diplacus parviflorus
Scrophulariaceae				Diplacus x lompocensis
Scrophulariaceae	Keckiella	cordifolia		Keckiella cordifolia
Scrophulariaceae	Linaria	canadensis	texana	Linaria canadensis var. texana
Scrophulariaceae				Mimulus aurantiacus var. parviflorus
Scrophulariaceae				Mimulus aurantiacus var. pubescens
Scrophulariaceae	Mimulus	flemingii		Mimulus flemingii
Scrophulariaceae	Myoporum	laetum		Myoporum laetum
Scrophulariaceae	Verbascum	thapsus		Verbascum thapsus
Selaginellaceae	Selaginella	bigelovii		Selaginella bigelovii
SOL	Solanum	wallacei		Solanum wallacei
Solanaceae	Datura	meteloides		Datura meteloides
Solanaceae	Datura	wrightii		Datura wrightii
Solanaceae	Lycium	californicum		Lycium californicum
Solanaceae	Lycopersicon	esculentum		Lycopersicon esculentum
Solanaceae	Nicotiana			Nicotiana
Solanaceae	Nicotiana	clevelandii		Nicotiana clevelandii
Solanaceae	Nicotiana	glauca		Nicotiana glauca
Solanaceae	Physalis	philadelphica		Physalis philadelphica
Solanaceae	Solanum	americanum		Solanum americanum
Solanaceae				Solanum arborescens
Solanaceae	Solanum	cheesmaniae		Solanum cheesmaniae
Solanaceae	Solanum	clokeyi		Solanum clokeyi
Solanaceae	Solanum	douglasii		Solanum douglasii
Solanaceae	Solanum	elaeagnifolium		Solanum elaeagnifolium
Solanaceae	Solanum	pimpinellifolium		Solanum pimpinellifolium
Solanaceae	Solanum	umbelliferum		Solanum umbelliferum
Solanaceae	Solanum	wallacei		Solanum wallacei
Solanaceae	Solanum	wallacei	clokeyi	Solanum wallacei subsp. clokeyi
Solanaceae	Solanum	wallacei	clokeyi	Solanum wallacei var. clokeyi
Solanaceae	Solanum	xanti		Solanum xanti
Solanaceae	Solanum	xanti	xanti	Solanum xanti var. xanti
Tamaricaceae	Tamarix			Tamarix
Tamaricaceae	Tamarix	ramosissima		Tamarix ramosissima
Themidaceae	Bloomeria			Bloomeria
Themidaceae	Bloomeria	crocea		Bloomeria crocea
Themidaceae	Bloomeria	crocea	aurea	Bloomeria crocea var. aurea
Themidaceae	Bloomeria	crocea	crocea	Bloomeria crocea var. crocea
Themidaceae	Brodiaea	jolonensis		Brodiaea jolonensis
Themidaceae	Dichelostemma	capitatum		Dichelostemma capitatum
Themidaceae	Dichelostemma	capitatum	capitatum	Dichelostemma capitatum subsp. capitatum
Themidaceae				Dipterostemon capitatus subsp. capitatus
Themidaceae				Triteleia hyacinthina?
Typhaceae	Typha			Typha
Typhaceae	Typha	angustifolia		Typha angustifolia
Typhaceae	Typha	domingensis		Typha domingensis
Typhaceae	Typha	latifolia		Typha latifolia
Ulmaceae	Ulmus	minor		Ulmus minor
Ulmaceae	Ulmus	procera		Ulmus procera
Ulmaceae	Ulmus	thomasii		Ulmus thomasii
Urticaceae	Hesperocnide	tenella		Hesperocnide tenella
Urticaceae	Parietaria			Parietaria
Urticaceae	Parietaria	floridana		Parietaria floridana
Urticaceae	Parietaria	hespera		Parietaria hespera
Urticaceae	Parietaria	hespera	californica	Parietaria hespera var. californica
Urticaceae	Parietaria	hespera	hespera	Parietaria hespera var. hespera
Urticaceae	Urtica	dioica		Urtica dioica
Urticaceae	Urtica	dioica	gracilis	Urtica dioica subsp. gracilis
Urticaceae	Urtica	dioica	holosericea	Urtica dioica subsp. holosericea
Urticaceae	Urtica	gracilis	holosericea	Urtica gracilis subsp. holosericea
Urticaceae	Urtica	holosericea		Urtica holosericea
Urticaceae	Urtica	urens		Urtica urens
Valerianaceae	Centranthus	ruber		Centranthus ruber
Verbenaceae	Lippia	nodiflora	rosea	Lippia nodiflora var. rosea
Verbenaceae	Phyla	nodiflora		Phyla nodiflora
Verbenaceae	Verbena			Verbena
Verbenaceae	Verbena	lasiostachys		Verbena lasiostachys
Verbenaceae	Verbena	lasiostachys	lasiostachys	Verbena lasiostachys var. lasiostachys
Verbenaceae	Verbena	lasiostachys	scabrida	Verbena lasiostachys var. scabrida
Verbenaceae	Verbena	robusta		Verbena robusta
Violaceae	Viola	pedunculata		Viola pedunculata
Viscaceae				Phoradendron brachystachyum
Vitaceae	Vitis			Vitis
Vitaceae	Vitis	vinifera		Vitis vinifera
Woodsiaceae	Athyrium	filix-femina		Athyrium filix-femina
Woodsiaceae	Athyrium	filix-femina	cyclosorum	Athyrium filix-femina subsp. cyclosorum
Woodsiaceae	Athyrium	filix-femina	cyclosorum	Athyrium filix-femina var. cyclosorum
Woodsiaceae	Athyrium	filix-femina	sitchense	Athyrium filix-femina var. sitchense
Woodsiaceae	Cystopteris	fragilis		Cystopteris fragilis
