"","resolvedPlantNames","genus","resolvedBeeNames","sourceTaxonFamilyName","targetTaxonOrderName","targetTaxonFamilyName","plant_order","n"
"744","Rosa californica","Rosa","Bombus vosnesenskii","Apidae","Rosales","Rosaceae","Rosales",7
"745","Rosa californica","Rosa","Ceratina acantha","Apidae","Rosales","Rosaceae","Rosales",2
"746","Rosa californica","Rosa","Diadasia nitidifrons","Apidae","Rosales","Rosaceae","Rosales",1
"747","Rosa californica","Rosa","Halictus farinosus","Halictidae","Rosales","Rosaceae","Rosales",1
"748","Rosa californica","Rosa","Halictus ligatus","Halictidae","Rosales","Rosaceae","Rosales",3
"749","Rosa californica","Rosa","Halictus tripartitus","Halictidae","Rosales","Rosaceae","Rosales",16
"750","Rosa californica","Rosa","Hylaeus mesillae","Colletidae","Rosales","Rosaceae","Rosales",4
"751","Rosa californica","Rosa","Lasioglossum incompletum","Halictidae","Rosales","Rosaceae","Rosales",41
"752","Rosa californica","Rosa","Lasioglossum kincaidii","Halictidae","Rosales","Rosaceae","Rosales",1
"753","Rosa californica","Rosa","Lasioglossum tegulare","Halictidae","Rosales","Rosaceae","Rosales",3
"754","Rosa californica","Rosa","Megachile coquilletti","Megachilidae","Rosales","Rosaceae","Rosales",1
"755","Rubus ursinus","Rubus","Agapostemon texanus","Halictidae","Rosales","Rosaceae","Rosales",1
"756","Rubus ursinus","Rubus","Bombus melanopygus","Apidae","Rosales","Rosaceae","Rosales",35
"757","Rubus ursinus","Rubus","Bombus vosnesenskii","Apidae","Rosales","Rosaceae","Rosales",6
"758","Rubus ursinus","Rubus","Ceratina acantha","Apidae","Rosales","Rosaceae","Rosales",1
"759","Rubus ursinus","Rubus","Halictus tripartitus","Halictidae","Rosales","Rosaceae","Rosales",1
"760","Rubus ursinus","Rubus","Lasioglossum brunneiventre","Halictidae","Rosales","Rosaceae","Rosales",2
"761","Rubus ursinus","Rubus","Lasioglossum incompletum","Halictidae","Rosales","Rosaceae","Rosales",2
"762","Rubus ursinus","Rubus","Lasioglossum nevadense","Halictidae","Rosales","Rosaceae","Rosales",1
"763","Rubus ursinus","Rubus","Lasioglossum punctatoventre","Halictidae","Rosales","Rosaceae","Rosales",1
"764","Rubus ursinus","Rubus","Osmia albolateralis","Megachilidae","Rosales","Rosaceae","Rosales",1
"765","Rubus ursinus","Rubus","Osmia tristella","Megachilidae","Rosales","Rosaceae","Rosales",3
"766","Salix exigua","Salix","Andrena candida","Andrenidae","Malpighiales","Salicaceae","Malpighiales",1
"767","Salix exigua","Salix","Andrena prunorum","Andrenidae","Malpighiales","Salicaceae","Malpighiales",16
"768","Salix exigua","Salix","Anthophora urbana","Apidae","Malpighiales","Salicaceae","Malpighiales",13
"769","Salix exigua","Salix","Ashmeadiella cactorum","Megachilidae","Malpighiales","Salicaceae","Malpighiales",9
"770","Salix exigua","Salix","Colletes slevini","Colletidae","Malpighiales","Salicaceae","Malpighiales",7
"771","Salix exigua","Salix","Halictus tripartitus","Halictidae","Malpighiales","Salicaceae","Malpighiales",3
"772","Salix exigua","Salix","Hylaeus mesillae","Colletidae","Malpighiales","Salicaceae","Malpighiales",76
"773","Salix exigua","Salix","Lasioglossum albohirtum","Halictidae","Malpighiales","Salicaceae","Malpighiales",14
"774","Salix exigua","Salix","Lasioglossum nevadense","Halictidae","Malpighiales","Salicaceae","Malpighiales",7
"775","Salix exigua","Salix","Lasioglossum ovaliceps","Halictidae","Malpighiales","Salicaceae","Malpighiales",5
"776","Salix exigua","Salix","Lasioglossum tegulare","Halictidae","Malpighiales","Salicaceae","Malpighiales",4
"777","Salix exigua","Salix","Osmia clarescens","Megachilidae","Malpighiales","Salicaceae","Malpighiales",6
"778","Salix exigua","Salix","Osmia coloradensis","Megachilidae","Malpighiales","Salicaceae","Malpighiales",4
"779","Salix exigua","Salix","Protosmia rubifloris","Megachilidae","Malpighiales","Salicaceae","Malpighiales",8
"780","Salix laevigata","Salix","Andrena perimelas","Andrenidae","Malpighiales","Salicaceae","Malpighiales",1
"781","Salix laevigata","Salix","Bombus vosnesenskii","Apidae","Malpighiales","Salicaceae","Malpighiales",1
"782","Salix laevigata","Salix","Osmia tristella","Megachilidae","Malpighiales","Salicaceae","Malpighiales",1
"783","Salix lasiolepis","Salix","Andrena angustitarsata","Andrenidae","Malpighiales","Salicaceae","Malpighiales",1
"784","Salix lasiolepis","Salix","Andrena candida","Andrenidae","Malpighiales","Salicaceae","Malpighiales",2
"785","Salvia columbariae","Salvia","Anthophora californica","Apidae","Lamiales","Lamiaceae","Lamiales",1
"786","Salvia columbariae","Salvia","Anthophora edwardsii","Apidae","Lamiales","Lamiaceae","Lamiales",2
"787","Salvia columbariae","Salvia","Anthophora urbana","Apidae","Lamiales","Lamiaceae","Lamiales",1
"788","Salvia columbariae","Salvia","Habropoda depressa","Apidae","Lamiales","Lamiaceae","Lamiales",2
"789","Salvia columbariae","Salvia","Lasioglossum ovaliceps","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"790","Salvia leucophylla","Salvia","Bombus californicus","Apidae","Lamiales","Lamiaceae","Lamiales",8
"791","Salvia leucophylla","Salvia","Bombus melanopygus","Apidae","Lamiales","Lamiaceae","Lamiales",27
"792","Salvia leucophylla","Salvia","Bombus vosnesenskii","Apidae","Lamiales","Lamiaceae","Lamiales",8
"793","Salvia leucophylla","Salvia","Habropoda depressa","Apidae","Lamiales","Lamiaceae","Lamiales",31
"794","Salvia leucophylla","Salvia","Halictus tripartitus","Halictidae","Lamiales","Lamiaceae","Lamiales",6
"795","Salvia mellifera","Salvia","Anthophora californica","Apidae","Lamiales","Lamiaceae","Lamiales",6
"796","Salvia mellifera","Salvia","Anthophora urbana","Apidae","Lamiales","Lamiaceae","Lamiales",10
"797","Salvia mellifera","Salvia","Ashmeadiella timberlakei","Megachilidae","Lamiales","Lamiaceae","Lamiales",1
"798","Salvia mellifera","Salvia","Bombus californicus","Apidae","Lamiales","Lamiaceae","Lamiales",8
"799","Salvia mellifera","Salvia","Bombus melanopygus","Apidae","Lamiales","Lamiaceae","Lamiales",48
"800","Salvia mellifera","Salvia","Bombus vosnesenskii","Apidae","Lamiales","Lamiaceae","Lamiales",15
"801","Salvia mellifera","Salvia","Ceratina nanula","Apidae","Lamiales","Lamiaceae","Lamiales",1
"802","Salvia mellifera","Salvia","Habropoda depressa","Apidae","Lamiales","Lamiaceae","Lamiales",10
"803","Salvia mellifera","Salvia","Halictus tripartitus","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"804","Salvia mellifera","Salvia","Hylaeus mesillae","Colletidae","Lamiales","Lamiaceae","Lamiales",1
"805","Salvia mellifera","Salvia","Megachile brevis","Megachilidae","Lamiales","Lamiaceae","Lamiales",1
"806","Salvia mellifera","Salvia","Megachile montivaga","Megachilidae","Lamiales","Lamiaceae","Lamiales",1
"807","Salvia mellifera","Salvia","Osmia clarescens","Megachilidae","Lamiales","Lamiaceae","Lamiales",7
"808","Salvia mellifera","Salvia","Osmia tristella","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"809","Salvia mellifera","Salvia","Protosmia rubifloris","Megachilidae","Lamiales","Lamiaceae","Lamiales",8
"810","Schinus molle","Schinus","Bombus vosnesenskii","Apidae","Sapindales","Anacardiaceae","Sapindales",2
"811","Senecio vulgaris","Senecio","Halictus rubicundus","Halictidae","Asterales","Asteraceae","Asterales",1
"812","Sinapis arvensis","Sinapis","Halictus rubicundus","Halictidae","Brassicales","Brassicaceae","Brassicales",1
"813","Sinapis arvensis","Sinapis","Megachile rotundata","Megachilidae","Brassicales","Brassicaceae","Brassicales",1
"814","Sisymbrium officinale","Sisymbrium","Andrena angustitarsata","Andrenidae","Brassicales","Brassicaceae","Brassicales",1
"815","Sisyrinchium bellum","Sisyrinchium","Agapostemon texanus","Halictidae","Asparagales","Iridaceae","Asparagales",2
"816","Sisyrinchium bellum","Sisyrinchium","Bombus melanopygus","Apidae","Asparagales","Iridaceae","Asparagales",1
"817","Sisyrinchium bellum","Sisyrinchium","Bombus vosnesenskii","Apidae","Asparagales","Iridaceae","Asparagales",1
"818","Sisyrinchium bellum","Sisyrinchium","Halictus ligatus","Halictidae","Asparagales","Iridaceae","Asparagales",1
"819","Sisyrinchium bellum","Sisyrinchium","Halictus tripartitus","Halictidae","Asparagales","Iridaceae","Asparagales",7
"820","Sisyrinchium bellum","Sisyrinchium","Osmia nemoris","Megachilidae","Asparagales","Iridaceae","Asparagales",1
"821","Solanum douglasii","Solanum","Bombus californicus","Apidae","Solanales","Solanaceae","Solanales",2
"822","Solanum douglasii","Solanum","Bombus vosnesenskii","Apidae","Solanales","Solanaceae","Solanales",1
"823","Solanum elaeagnifolium","Solanum","Anthophora californica","Apidae","Solanales","Solanaceae","Solanales",2
"824","Solanum elaeagnifolium","Solanum","Anthophora urbana","Apidae","Solanales","Solanaceae","Solanales",1
"825","Solanum elaeagnifolium","Solanum","Diadasia ochracea","Apidae","Solanales","Solanaceae","Solanales",4
"826","Solanum elaeagnifolium","Solanum","Halictus ligatus","Halictidae","Solanales","Solanaceae","Solanales",2
"827","Solanum elaeagnifolium","Solanum","Hylaeus mesillae","Colletidae","Solanales","Solanaceae","Solanales",2
"828","Sonchus oleraceus","Sonchus","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",1
"829","Sonchus oleraceus","Sonchus","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",1
"830","Sonchus oleraceus","Sonchus","Ceratina acantha","Apidae","Asterales","Asteraceae","Asterales",1
"831","Sonchus oleraceus","Sonchus","Habropoda depressa","Apidae","Asterales","Asteraceae","Asterales",4
"832","Sonchus oleraceus","Sonchus","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",1
"833","Stachys bullata","Stachys","Anthidium maculosum","Megachilidae","Lamiales","Lamiaceae","Lamiales",1
"834","Stachys bullata","Stachys","Anthophora urbana","Apidae","Lamiales","Lamiaceae","Lamiales",2
"835","Stachys bullata","Stachys","Augochlorella pomoniella","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"836","Stachys bullata","Stachys","Bombus melanopygus","Apidae","Lamiales","Lamiaceae","Lamiales",6
"837","Stachys bullata","Stachys","Bombus vosnesenskii","Apidae","Lamiales","Lamiaceae","Lamiales",3
"838","Stachys bullata","Stachys","Habropoda depressa","Apidae","Lamiales","Lamiaceae","Lamiales",7
"839","Stachys bullata","Stachys","Lasioglossum ovaliceps","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"840","Stellaria media","Stellaria","Agapostemon texanus","Halictidae","Caryophyllales","Caryophyllaceae","Caryophyllales",1
"841","Stellaria media","Stellaria","Andrena anisochlora","Andrenidae","Caryophyllales","Caryophyllaceae","Caryophyllales",2
"842","Stellaria media","Stellaria","Anthophora edwardsii","Apidae","Caryophyllales","Caryophyllaceae","Caryophyllales",1
"843","Stellaria media","Stellaria","Ceratina acantha","Apidae","Caryophyllales","Caryophyllaceae","Caryophyllales",2
"844","Stellaria media","Stellaria","Halictus ligatus","Halictidae","Caryophyllales","Caryophyllaceae","Caryophyllales",2
"845","Stellaria media","Stellaria","Hylaeus polifolii","Colletidae","Caryophyllales","Caryophyllaceae","Caryophyllales",1
"846","Stephanomeria diegensis","Stephanomeria","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",6
"847","Stephanomeria diegensis","Stephanomeria","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",25
"848","Stephanomeria diegensis","Stephanomeria","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",1
"849","Stephanomeria diegensis","Stephanomeria","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",4
"850","Stephanomeria diegensis","Stephanomeria","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",7
"851","Stephanomeria diegensis","Stephanomeria","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"852","Stephanomeria diegensis","Stephanomeria","Lasioglossum ovaliceps","Halictidae","Asterales","Asteraceae","Asterales",1
"853","Symphoricarpos mollis","Symphoricarpos","Halictus tripartitus","Halictidae","Dipsacales","Caprifoliaceae","Dipsacales",2
"854","Symphoricarpos mollis","Symphoricarpos","Lasioglossum ovaliceps","Halictidae","Dipsacales","Caprifoliaceae","Dipsacales",1
"855","Symphyotrichum chilense","Symphyotrichum","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",17
"856","Symphyotrichum chilense","Symphyotrichum","Anthophora urbana","Apidae","Asterales","Asteraceae","Asterales",2
"857","Symphyotrichum chilense","Symphyotrichum","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",1
"858","Symphyotrichum chilense","Symphyotrichum","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",8
"859","Symphyotrichum chilense","Symphyotrichum","Brachymelecta californica","Apidae","Asterales","Asteraceae","Asterales",1
"860","Symphyotrichum chilense","Symphyotrichum","Diadasia ochracea","Apidae","Asterales","Asteraceae","Asterales",2
"861","Symphyotrichum chilense","Symphyotrichum","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",1
"862","Symphyotrichum chilense","Symphyotrichum","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",6
"863","Symphyotrichum chilense","Symphyotrichum","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",3
"864","Symphyotrichum chilense","Symphyotrichum","Hylaeus mesillae","Colletidae","Asterales","Asteraceae","Asterales",8
"865","Symphyotrichum chilense","Symphyotrichum","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",4
"866","Symphyotrichum chilense","Symphyotrichum","Lasioglossum nevadense","Halictidae","Asterales","Asteraceae","Asterales",4
"867","Symphyotrichum chilense","Symphyotrichum","Lasioglossum tegulare","Halictidae","Asterales","Asteraceae","Asterales",2
"868","Symphyotrichum chilense","Symphyotrichum","Megachile apicalis","Megachilidae","Asterales","Asteraceae","Asterales",1
"869","Symphyotrichum chilense","Symphyotrichum","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",8
"870","Symphyotrichum chilense","Symphyotrichum","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",5
"871","Symphyotrichum subulatum","Symphyotrichum","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",2
"872","Tamarix ramosissima","Tamarix","Anthophora urbana","Apidae","Caryophyllales","Tamaricaceae","Caryophyllales",4
"873","Tamarix ramosissima","Tamarix","Ashmeadiella opuntiae","Megachilidae","Caryophyllales","Tamaricaceae","Caryophyllales",3
"874","Tamarix ramosissima","Tamarix","Augochlorella pomoniella","Halictidae","Caryophyllales","Tamaricaceae","Caryophyllales",2
"875","Tamarix ramosissima","Tamarix","Diadasia rinconis","Apidae","Caryophyllales","Tamaricaceae","Caryophyllales",1
"876","Tamarix ramosissima","Tamarix","Halictus ligatus","Halictidae","Caryophyllales","Tamaricaceae","Caryophyllales",21
"877","Tamarix ramosissima","Tamarix","Halictus tripartitus","Halictidae","Caryophyllales","Tamaricaceae","Caryophyllales",4
"878","Tamarix ramosissima","Tamarix","Hylaeus mesillae","Colletidae","Caryophyllales","Tamaricaceae","Caryophyllales",205
"879","Tamarix ramosissima","Tamarix","Lasioglossum microlepoides","Halictidae","Caryophyllales","Tamaricaceae","Caryophyllales",4
"880","Taraxacum erythrospermum","Taraxacum","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",1
"881","Taraxacum officinale","Taraxacum","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",1
"882","Taraxacum officinale","Taraxacum","Andrena prunorum","Andrenidae","Asterales","Asteraceae","Asterales",2
"883","Taraxacum officinale","Taraxacum","Andrena sola","Andrenidae","Asterales","Asteraceae","Asterales",2
"884","Taraxacum officinale","Taraxacum","Bombus californicus","Apidae","Asterales","Asteraceae","Asterales",2
"885","Taraxacum officinale","Taraxacum","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",5
"886","Taraxacum officinale","Taraxacum","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",8
"887","Taraxacum officinale","Taraxacum","Ceratina acantha","Apidae","Asterales","Asteraceae","Asterales",8
"888","Taraxacum officinale","Taraxacum","Eucera frater","Apidae","Asterales","Asteraceae","Asterales",1
"889","Taraxacum officinale","Taraxacum","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",9
"890","Taraxacum officinale","Taraxacum","Halictus rubicundus","Halictidae","Asterales","Asteraceae","Asterales",20
"891","Taraxacum officinale","Taraxacum","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"892","Taraxacum officinale","Taraxacum","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",2
"893","Taraxacum officinale","Taraxacum","Lasioglossum ovaliceps","Halictidae","Asterales","Asteraceae","Asterales",1
"894","Taraxacum officinale","Taraxacum","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",5
"895","Taraxacum officinale","Taraxacum","Osmia tristella","Megachilidae","Asterales","Asteraceae","Asterales",1
"896","Torilis arvensis","Torilis","Halictus tripartitus","Halictidae","Apiales","Apiaceae","Apiales",3
"897","Toxicodendron diversilobum","Toxicodendron","Andrena sola","Andrenidae","Sapindales","Anacardiaceae","Sapindales",1
"898","Toxicodendron diversilobum","Toxicodendron","Bombus melanopygus","Apidae","Sapindales","Anacardiaceae","Sapindales",4
"899","Toxicodendron diversilobum","Toxicodendron","Bombus vosnesenskii","Apidae","Sapindales","Anacardiaceae","Sapindales",2
"900","Toxicodendron diversilobum","Toxicodendron","Halictus tripartitus","Halictidae","Sapindales","Anacardiaceae","Sapindales",3
"901","Tragopogon porrifolius","Tragopogon","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",2
"902","Tragopogon porrifolius","Tragopogon","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",1
"903","Tragopogon porrifolius","Tragopogon","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",1
"904","Tragopogon porrifolius","Tragopogon","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",1
"905","Tragopogon porrifolius","Tragopogon","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",4
"906","Trifolium fucatum","Trifolium","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",2
"907","Trifolium fucatum","Trifolium","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",5
"908","Trifolium fucatum","Trifolium","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",33
"909","Trifolium fucatum","Trifolium","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",1
"910","Trifolium fucatum","Trifolium","Megachile angelarum","Megachilidae","Fabales","Fabaceae","Fabales",1
"911","Trifolium fucatum","Trifolium","Megachile rotundata","Megachilidae","Fabales","Fabaceae","Fabales",1
"912","Trifolium fucatum","Trifolium","Osmia laeta","Megachilidae","Fabales","Fabaceae","Fabales",8
"913","Trifolium microcephalum","Trifolium","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",1
"914","Trifolium willdenovii","Trifolium","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",1
"915","Trifolium willdenovii","Trifolium","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",2
"916","Trifolium willdenovii","Trifolium","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",6
"917","Trifolium willdenovii","Trifolium","Eucera frater","Apidae","Fabales","Fabaceae","Fabales",1
"918","Trifolium willdenovii","Trifolium","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",1
"919","Trifolium willdenovii","Trifolium","Megachile angelarum","Megachilidae","Fabales","Fabaceae","Fabales",1
"920","Trifolium willdenovii","Trifolium","Megachile rotundata","Megachilidae","Fabales","Fabaceae","Fabales",1
"921","Trifolium willdenovii","Trifolium","Osmia laeta","Megachilidae","Fabales","Fabaceae","Fabales",2
"922","Trifolium willdenovii","Trifolium","Osmia nemoris","Megachilidae","Fabales","Fabaceae","Fabales",3
"923","Trifolium willdenovii","Trifolium","Osmia tristella","Megachilidae","Fabales","Fabaceae","Fabales",1
"924","Triteleia hyacinthina","Triteleia","Bombus melanopygus","Apidae","Asparagales","Asparagaceae","Asparagales",6
"925","Triteleia hyacinthina","Triteleia","Bombus vosnesenskii","Apidae","Asparagales","Asparagaceae","Asparagales",1
"926","Triteleia hyacinthina","Triteleia","Ceratina acantha","Apidae","Asparagales","Asparagaceae","Asparagales",20
"927","Triteleia hyacinthina","Triteleia","Halictus farinosus","Halictidae","Asparagales","Asparagaceae","Asparagales",1
"928","Triteleia hyacinthina","Triteleia","Halictus rubicundus","Halictidae","Asparagales","Asparagaceae","Asparagales",4
"929","Triteleia hyacinthina","Triteleia","Halictus tripartitus","Halictidae","Asparagales","Asparagaceae","Asparagales",2
"930","Triteleia hyacinthina","Triteleia","Lasioglossum incompletum","Halictidae","Asparagales","Asparagaceae","Asparagales",3
"931","Triteleia hyacinthina","Triteleia","Lasioglossum mellipes","Halictidae","Asparagales","Asparagaceae","Asparagales",1
"932","Triteleia hyacinthina","Triteleia","Megachile rotundata","Megachilidae","Asparagales","Asparagaceae","Asparagales",1
"933","Triteleia hyacinthina","Triteleia","Osmia tristella","Megachilidae","Asparagales","Asparagaceae","Asparagales",1
"934","Vaccinium ovatum","Vaccinium","Bombus melanopygus","Apidae","Ericales","Ericaceae","Ericales",5
"935","Venegasia carpesioides","Venegasia","Andrena gnaphalii","Andrenidae","Asterales","Asteraceae","Asterales",1
"936","Venegasia carpesioides","Venegasia","Andrena sola","Andrenidae","Asterales","Asteraceae","Asterales",1
"937","Venegasia carpesioides","Venegasia","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",1
"938","Venegasia carpesioides","Venegasia","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",4
"939","Venegasia carpesioides","Venegasia","Eucera actuosa","Apidae","Asterales","Asteraceae","Asterales",1
"940","Venegasia carpesioides","Venegasia","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",10
"941","Venegasia carpesioides","Venegasia","Osmia coloradensis","Megachilidae","Asterales","Asteraceae","Asterales",1
"942","Venegasia carpesioides","Venegasia","Osmia nemoris","Megachilidae","Asterales","Asteraceae","Asterales",1
"943","Venegasia carpesioides","Venegasia","Osmia tristella","Megachilidae","Asterales","Asteraceae","Asterales",2
"944","Venegasia carpesioides","Venegasia","Protosmia rubifloris","Megachilidae","Asterales","Asteraceae","Asterales",9
"945","Verbascum thapsus","Verbascum","Halictus ligatus","Halictidae","Lamiales","Scrophulariaceae","Lamiales",1
"946","Veronica anagallis-aquatica","Veronica","Ashmeadiella opuntiae","Megachilidae","Lamiales","Plantaginaceae","Lamiales",2
"947","Veronica anagallis-aquatica","Veronica","Ceratina acantha","Apidae","Lamiales","Plantaginaceae","Lamiales",2
"948","Veronica anagallis-aquatica","Veronica","Diadasia ochracea","Apidae","Lamiales","Plantaginaceae","Lamiales",2
"949","Veronica anagallis-aquatica","Veronica","Halictus ligatus","Halictidae","Lamiales","Plantaginaceae","Lamiales",1
"950","Veronica anagallis-aquatica","Veronica","Halictus tripartitus","Halictidae","Lamiales","Plantaginaceae","Lamiales",8
"951","Veronica anagallis-aquatica","Veronica","Hylaeus mesillae","Colletidae","Lamiales","Plantaginaceae","Lamiales",20
"952","Veronica anagallis-aquatica","Veronica","Lasioglossum nevadense","Halictidae","Lamiales","Plantaginaceae","Lamiales",9
"953","Vicia benghalensis","Vicia","Anthophora edwardsii","Apidae","Fabales","Fabaceae","Fabales",1
"954","Vicia benghalensis","Vicia","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",5
"955","Vicia benghalensis","Vicia","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",1
"956","Vicia benghalensis","Vicia","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",5
"957","Vicia benghalensis","Vicia","Ceratina acantha","Apidae","Fabales","Fabaceae","Fabales",1
"958","Vicia benghalensis","Vicia","Eucera actuosa","Apidae","Fabales","Fabaceae","Fabales",1
"959","Vicia benghalensis","Vicia","Eucera frater","Apidae","Fabales","Fabaceae","Fabales",5
"960","Vicia benghalensis","Vicia","Habropoda depressa","Apidae","Fabales","Fabaceae","Fabales",4
"961","Vicia benghalensis","Vicia","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",1
"962","Vicia benghalensis","Vicia","Melissodes lupinus","Apidae","Fabales","Fabaceae","Fabales",1
"963","Vicia benghalensis","Vicia","Osmia laeta","Megachilidae","Fabales","Fabaceae","Fabales",3
"964","Vinca major","Vinca","Bombus vosnesenskii","Apidae","Gentianales","Apocynaceae","Gentianales",1
"965","Zeltnera davyi","Zeltnera","Ceratina acantha","Apidae","Gentianales","Gentianaceae","Gentianales",1
