"","original_sourceCitation","inst.code","new_column"
"359","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"360","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"361","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"362","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"363","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"364","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"365","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"366","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"367","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"368","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"369","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"370","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"371","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"372","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"373","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"374","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"375","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"376","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"377","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"378","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"379","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"380","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"381","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"382","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"383","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"384","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"385","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"386","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"387","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"388","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"389","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"390","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"391","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"392","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"393","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"394","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"395","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"396","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"397","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"398","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"399","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"400","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"401","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"402","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"403","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"404","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"405","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"406","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"407","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"408","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"409","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"410","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"411","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"412","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"413","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"414","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
"415","Symbiota Collections of Arthropods Network (SCAN)","63345","63345"
"416","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"417","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"418","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"419","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"420","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"421","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"422","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"423","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"424","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"425","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"426","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"427","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"428","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"429","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"430","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"431","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","PUB","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"432","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"433","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"434","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"435","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"436","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"437","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"438","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"439","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","HOLO","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"440","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"441","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"442","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"443","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"444","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"445","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"446","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"447","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"448","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"449","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"450","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"451","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"452","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"453","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"454","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"455","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"456","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"457","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"458","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"459","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","BBSLID","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"460","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","LACMENT","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"461","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","LACMENT","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"462","Pensoft Darwin Core Archives available via Integrated Publication Toolkit","KWC","Pensoft Darwin Core Archives available via Integrated Publication Toolkit"
"463","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"464","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"465","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"466","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature.","","Seltmann, Katja C. 2020. Biotic species interactions about bees (Anthophila) manually extracted from literature."
"467","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"468","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115","AMNHBEE","Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"469","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"470","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"471","Symbiota Collections of Arthropods Network (SCAN)","63233","63233"
"472","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"473","Symbiota Collections of Arthropods Network (SCAN)","63251","63251"
"474","Symbiota Collections of Arthropods Network (SCAN)","63243","63243"
"475","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
"476","University of California Santa Barbara Invertebrate Zoology Collection","UCSBIZC","University of California Santa Barbara Invertebrate Zoology Collection"
